packet	locus	source_lattice	selected_segmentation	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason	reverse_generation_mode	actual_source_bits	wrong_form_rule	wrong_source_bits	actual_advantage_bits
HERBAL_CURRIER_A	f1r.1	fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar taiin shol shory ses y kor sholdy	f+a+c+h+y+s y+k+a+l a+r a+t+a+i+i+n s+h+o+l s+h+o+r+y c+t+h+r+e+s y k+o+r s+h+o+l+d+y	fachys ykal ar ataiin shol shory cthres y kor sholdy	fachys ykal ar ataiin shol shory cthres y kor sholdy	EXPLORATORY	fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar taiin shol shory ses y kor sholdy	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	123.97798202474381	rotate each multi-symbol manual group left by one source symbol	286.0558543544807	162.07787232973686
HERBAL_CURRIER_A	f1r.2	sory ckhar or y kair chtaiin shar ase cthar cthar dan || sory ckhar or y kair chtaiin shar are cthar cthar dan || sory ckhar ory kair chtaiin shar is cthar cthar dan	s+o+r+y c+k+h+a+r o+r y k+a+i+r c+h+t+a+i+i+n s+h+a+r a+s+e c+t+h+a+r c+t+h+a+r d+a+n	sory ckhar or y kair chtaiin shar ase cthar cthar dan	sory ckhar or y kair chtaiin shar ase cthar cthar dan	EXPLORATORY	sory ckhar or y kair chtaiin shar are cthar cthar dan || sory ckhar ory kair chtaiin shar is cthar cthar dan	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	119.43659326665575	rotate each multi-symbol manual group left by one source symbol	282.4053739883106	162.96878072165487
HERBAL_CURRIER_A	f1r.3	syaiir sheky or ykaiin shod cthoary cthes daraiin sy || syaiir sheky or ykaiin shod cthoary cthes daraiin sa	s+y+a+i+i+r s+h+e+k+y o+r y+k+a+i+i+n s+h+o+d c+t+h+o+a+r+y c+t+h+e+s d+a+r+a+i+i+n s+y	syaiir sheky or ykaiin shod cthoary cthes daraiin sy	syaiir sheky or ykaiin shod cthoary cthes daraiin sy	EXPLORATORY	syaiir sheky or ykaiin shod cthoary cthes daraiin sa	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	118.19563298490073	rotate each multi-symbol manual group left by one source symbol	244.8337778318474	126.63814484694669
HERBAL_CURRIER_A	f1r.4	soiin oteey oteos roloty cthiar daiin okaiin or okan || ooiin oteey oteos roloty cthar daiin otaiin or okan || soiin oteey oteor roloty ar daiin okaiin or okan	s+o+i+i+n o+t+e+e+y o+t+e+o+s r+o+l+o+t+y c+t+h+i+a+r d+a+i+i+n o+k+a+i+i+n o+r o+k+a+n	soiin oteey oteos roloty cthiar daiin okaiin or okan	soiin oteey oteos roloty cthiar daiin okaiin or okan	EXPLORATORY	ooiin oteey oteos roloty cthar daiin otaiin or okan || soiin oteey oteor roloty ar daiin okaiin or okan	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	113.88528520298854	rotate each multi-symbol manual group left by one source symbol	237.55836753417552	123.67308233118698
HERBAL_CURRIER_A	f1r.5	sair y chear cthaiin cphar cfhaiin || dair y chear cthaiin cphar cfhaiin || sairy chear cthaiin cphar cfhaiin	s+a+i+r y c+h+e+a+r c+t+h+a+i+i+n c+p+h+a+r c+f+h+a+i+i+n	sair y chear cthaiin cphar cfhaiin	sair y chear cthaiin cphar cfhaiin	EXPLORATORY	dair y chear cthaiin cphar cfhaiin || sairy chear cthaiin cphar cfhaiin	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	59.609990211848334	rotate each multi-symbol manual group left by one source symbol	163.13868880337196	103.52869859152364
CURRIER_B_PROSE	f75r.1	kchedykary okeey qokar shyk chedy qotar shedy || kchedy kary okeey qokar shy kchedy qotar shedy || kchedykary okeey qokar shykche y qotar she y	k+c+h+e+d+y+k+a+r+y o+k+e+e+y q+o+k+a+r s+h+y+k c+h+e+d+y q+o+t+a+r s+h+e+d+y	kchedykary okeey qokar shyk chedy qotar shedy	kchedykary okeey qokar shyk chedy qotar shedy	EXPLORATORY	kchedy kary okeey qokar shy kchedy qotar shedy || kchedykary okeey qokar shykche y qotar she y	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	74.22488136789207	rotate each multi-symbol manual group left by one source symbol	244.3205102623475	170.09562889445544
CURRIER_B_PROSE	f75r.2	dain shey ly ssheol qoldy chedykar chekeedy ror || dain shey ly ssheol qolchedy chedykar chekeedy ror || dain shey ly seol qoldy chedykar chekeedy ror	d+a+i+n s+h+e+y l+y s+s+h+e+o+l q+o+l+d+y c+h+e+d+y+k+a+r c+h+e+k+e+e+d+y r+o+r	dain shey ly ssheol qoldy chedykar chekeedy ror	dain shey ly ssheol qoldy chedykar chekeedy ror	EXPLORATORY	dain shey ly ssheol qolchedy chedykar chekeedy ror || dain shey ly seol qoldy chedykar chekeedy ror	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	94.28951715875978	rotate each multi-symbol manual group left by one source symbol	225.73285546596688	131.4433383072071
CURRIER_B_PROSE	f75r.3	qokain chal orchey qey kain sheeky ltain olkar or	q+o+k+a+i+n c+h+a+l o+r+c+h+e+y q+e+y k+a+i+n s+h+e+e+k+y l+t+a+i+n o+l+k+a+r o+r	qokain chal orchey qey kain sheeky ltain olkar or	qokain chal orchey qey kain sheeky ltain olkar or	EXPLORATORY	NONE	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	83.87364531300939	rotate each multi-symbol manual group left by one source symbol	253.3907119814561	169.51706666844672
CURRIER_B_PROSE	f75r.4	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy || dackhy lkamo ykeey lshey kal dy shey or shey qokeedy || dacthy lkago ykeey ley kal dy shey ok ey qokeed	d+a+c+k+h+y l+k+a+m+o y+k+e+e+y l+s+h+e+y k+a+l d+y s+h+e+y o+k s+h+e+y q+o+k+e+e+d+y	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	EXPLORATORY	dackhy lkamo ykeey lshey kal dy shey or shey qokeedy || dacthy lkago ykeey ley kal dy shey ok ey qokeed	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	108.32989426889901	rotate each multi-symbol manual group left by one source symbol	244.34254278722747	136.01264851832846
CURRIER_B_PROSE	f75r.5	shey kar chey ckhey r ain ol olsheedy qokeey qoky || shey kar chey ckhey r ain ol ol sheedy qokeey qoky || sheykar chey ckhey r ain ol ol sheedy qokeey qoky	s+h+e+y k+a+r c+h+e+y c+k+h+e+y r a+i+n o+l o+l+s+h+e+e+d+y q+o+k+e+e+y q+o+k+y	shey kar chey ckhey r ain ol olsheedy qokeey qoky	shey kar chey ckhey r ain ol olsheedy qokeey qoky	EXPLORATORY	shey kar chey ckhey r ain ol ol sheedy qokeey qoky || sheykar chey ckhey r ain ol ol sheedy qokeey qoky	postselected whole-manuscript decoder	CPU_INT8_GRU_SOURCE_PROBABILITY	76.78213619960083	rotate each multi-symbol manual group left by one source symbol	243.91675028909194	167.1346140894911
